First Name,Last Name,Mailing Address,Mailing City,Mailing State,Mailing Zip,Property Address,Property City,Property State,Property Zip,Lead Type,Document Type,Date Filed,Document Number,Amount/Debt Owed,Seller Score,Motivated Seller Flags,Source,Public Records URL
WEEKLEY,HOMES LLC,1111 N POST OAK RD,HOUSTON,TX,77055-7310,14444 NORTHWEST FWY,HOUSTON,TX,77040,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-126220,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVYtXYhyEk7jT9MHicrXGz0HIuRnIbaH7D7l1GhsF/9w+U55ks6vf4o92fHITISY1IYokT2Arav1pmf3Hkw4nVIgny5NFZclWULnYy+VSRWpEMyurWJLzEhlUjF688Q1H2g==
BREEN,COMMUNITY ASSOCIATION,6842 N SAM HOUSTON PKWY W,HOUSTON,TX,77064-3528,10211 HOLLISTER DR,HOUSTON,TX,77040,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-126199,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZOZxU3e1eXAZpSHuB84rvB5Z2IeMT8oHtOfA3Vg3je9H/UfYkQ0sxNDA48ry2gxKbmzmFBZgGpGUBUYZY+D4idKHGk5stxDNPrD7pUd/qdRGfelQqidwkbsc26dr2CAZQ==
ZEE,CITY CAPITAL LLC,7403 PLAINS LODGE LN,RICHMOND,TX,77469-3917,15806 CRYSTAL GROVE DR,HOUSTON,TX,77082,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-125975,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVahy21bEWXYA74hoqoTZkb9VmGvNY77l18WftN9GV4fWPTKavaj1LicByf+Pfs6uDQe/w5MmiNAU8kw0yn6RU0WrRfKFEaHdd6nasp88EKNtlydgpoDxdW1TcHx7FXg3IQ==
ZEE,CITY CAPITAL LLC,7403 PLAINS LODGE LN,RICHMOND,TX,77469-3917,15806 CRYSTAL GROVE DR,HOUSTON,TX,77082,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-125974,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVf7YKGTgXTBHiio4jzI+UNsznsCWiXU3YPuoFToixcnCjBRcm6WPNQ7+Ttz5XN5MUfZtoeu928luJMxeA1dB7pYW14sQgqF5j7mv27n8TpTJ+5igwizeYT5juPoJ4kSOhw==
ZEE,CITY CAPITAL LLC,7403 PLAINS LODGE LN,RICHMOND,TX,77469-3917,15806 CRYSTAL GROVE DR,HOUSTON,TX,77082,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-125973,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVQnkUwiDRbuEly11Oql3KngeZrtpNIM6NCNd9obYxdN8921aVsaT68xCk39Hkw8CFRGzuiQMeV204GR+d6BOh8AX6ZVvS8gB4k2sO89/tep6ifOUGo1ooVmZBb/ilmMNNg==
PERRY,HOMES LLC,509 WHITE WING LN,HOUSTON,TX,77079-6810,922 WAKEFIELD DR,HOUSTON,TX,77018,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-125948,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWwL61QnMKhChw6mj+P4kB4A73N/x/jp1H+LzydeUVsu2p3jBpene2tOmB+b0Bua9zRVEW3fjoyvnTDFM0P+5oMUHxBhFVW9R1apmxzYTARRkhm03TN5jpOpQ4YSUbj9Ig==
PERRY,HOMES LLC,509 WHITE WING LN,HOUSTON,TX,77079-6810,922 WAKEFIELD DR,HOUSTON,TX,77018,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-125947,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVeBVR4U+HMIdnKIotRvxpqvHrpjpP8VpW+1JhtYYZBb0xe5R6SjOE7G0o0ej6iv/Cf4FGoLAVpN09+73yPmK1o4TRza0JRDzVQUsfbEZvfFvYs3x4wz1Lx3TXosSNj4sSw==
HIGHLAND,HOMES - HOUSTON LLC,10603 W SAM HOUSTON PKWY N STE 300,HOUSTON,TX,77064-4660,22403 RED FLOWER DR,CYPRESS,TX,77433,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-125920,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVUK5r019piH4bXpQ9QuyeHAX3yUtW9Mm2br3WkGatxJXu7F+HeNSXFnu2x0QLjaq1HgZLFjL11TKlWjf9AJakCoaC5IXlNk99fO7I2c8j6mmx6DYiIXCd45j7vtMMIxIRg==
HARKOR,HOMES LLC,1020 W LOOP N STE 280,HOUSTON,TX,77055-7256,1740 ESPERANZA ST,HOUSTON,TX,77023,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-125877,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVabiGtonFokuPT6XnzGcGWmifGMWfPl+hueZSdD/q6HiEQnOAyyZfTz1fvyQ9Chd9tRJjJIcWCIgCh8KmQA3pUM6Nm1Z+C7zIieVZwhu8XzhQqvoxyTMj7LFUDgtjZ2e1A==
T&S,BLUESTONE TRUST,941 MEMORIAL VILLAGE DR,HOUSTON,TX,77024-4430,726 E 7TH ST,HOUSTON,TX,77007,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-125819,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZCw2FMuW9yJPDIatDF1JAZFMrEbemKuqtjd4FiYlBuRtr2WPd+RXkV3VBLc5yiew9kr7Oe/V790KSCOhKMFsL6PkX75rr9vcwRmNFipYYWM9jRh1VfSjYBgdUWcvxlyCw==
OMMANI,LLC,11123 RAISELANDS DR,RICHMOND,TX,77407-1878,6810 ROWAN LN,HOUSTON,TX,77074,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-125687,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWQnBe+qAxeiv3kXRh10ZMqWLT2c3p0qYyiPBRiCa8yG8HGSAZ95Ie04EN78wCRmmAox2UGFZbach+BlZ738Az49AYuh0ZnDTYduvkS27gHU0RvrL9VZI49CDwzIAW3Vfg==
OMMANI,LLC,11123 RAISELANDS DR,RICHMOND,TX,77407-1878,6810 ROWAN LN,HOUSTON,TX,77074,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-125686,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVdOWuKEUrheJz7MF/Dci4wYT4oRiWHUg/5C6i2DRDUONDkE/v7kZz+KuILQwujYbu99OjeFsHNladShlrfW36cP5oQV+Vj1hDfCJyc0hbSvrWo3mI+V4OiYhl38WqfOJlA==
OMMANI,LLC,11123 RAISELANDS DR,RICHMOND,TX,77407-1878,6810 ROWAN LN,HOUSTON,TX,77074,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-125685,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVaj5zF0jrGt/MH/60k6VBok/pscZxgl+LDgxtyERQWtszvJIaa06j1YHHvuHzIGSUanMkxtXmwFtNdkCwb5CNUPCNUZsKaBqby2Uy4jzl4bHxBDJKfqGi1mkps1yw35xog==
LDCP,LLC,206 WILD BASIN RD STE 203 BLDG A,AUSTIN,TX,78746,0 BRODT RD,CROSBY,TX,77532,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-125603,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVevsczOunba2xIPx27hH5zI7aeYGiSZmOptl5DInjpGoRCfXf/9LnFUtJI+1sJbnVLyft+oi4CErKLAfLradDpH3eDihXvVvGbNKW7EUHD/25Sa26q5d8eNLhiuScupw6g==
LDCP,LLC,206 WILD BASIN RD STE 203 BLDG A,AUSTIN,TX,78746,0 BRODT RD,CROSBY,TX,77532,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-125602,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVSZsMonNgZqdC378kBg5YBeyAfGzWSISRGRJbdaADruxtHpCAYLVw1uTpaSdkAztl5Ii963GIAkgDEYoJNnn5DF3NDJ1GXA4BebkGzO16UyX/oJYZeZWija70paeu7RxPA==
VENEGAS,VENTURES LLC,1806 HADDON ST,HOUSTON,TX,77019-5771,504 PECAN DR,SOUTH HOUSTON,TX,77587,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-125553,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVf2ARct2o+2v5YawRvtxXqDfBA9DmyrGInzUeOv5uu7rpuaI4v1yoxXy0IlueIa3/iIv2Nmt759cu4zt9rtR/USIhc/Hgi1j3TDyPNyRFawR/HxtHv2MgDG5NPSDvLUycw==
VENEGAS,VENTURES LLC,1806 HADDON ST,HOUSTON,TX,77019-5771,504 PECAN DR,SOUTH HOUSTON,TX,77587,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-125552,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWE0hPRxYgSJlH8ZJE2LSmlviAo7kx7wrl/EgTMVJGrcXd067iGCs63etVqQknumjjCoOH8GjzUgk2ztqP/vJB0Z9ZnYN5BYeG7dVSdUS1vsgo0XvpWwqp0kZu/7a9cbFQ==
WELCOME,LAND DEVELOPMENT LLC,515 POST OAK BLVD 12 FLOOR,HOUSTON,TX,77027-,0 E 13TH ST,DEER PARK,TX,77571,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-125547,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVctMYCEr5QXKrgnjJ9pST+9AHeNToeGjvhvzaiIiwWCBWDDt0beWD8FbfAZLABaCEMszVPrxgy7UC9jzWBfwo07/7aIjz49fozCSLEoTwOaGwhhPqZ5M6j/jobPJlR2BHA==
HMHOV,VENTURES LLC,627 HOUGHTON RD,KATY,TX,77450-2226,5823 ETTRICK DR,HOUSTON,TX,77035,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-125424,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVba3t+wr3UzxEdS4rKX50+lwkkEdxsX15gmiC3LLSqlPoRgxtWgOlvsrEywLwVc2oIcz6vHnJi/XnfuaiSOvlG5BQRV4nU6WEkK3VxDTD+ZpLeePHu7fDDbSMFxPBjW+NQ==
WEEKLEY,HOMES LLC,1111 N POST OAK RD,HOUSTON,TX,77055-7310,14444 NORTHWEST FWY,HOUSTON,TX,77040,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-125346,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVcuVheBJ7nff38IAmOM78UrIv/BG6eNGrD5jiySG48LS67a9xgmI1nWXt/DeXMYMqB2Ur6b8NkU76Ky75tb0AdJs9Y4S30/yULr1pffm8azlX7ihhJHYjlqLEJtA4yK3Vw==
WEEKLEY,HOMES LLC,1111 N POST OAK RD,HOUSTON,TX,77055-7310,14444 NORTHWEST FWY,HOUSTON,TX,77040,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-125345,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVQWOdtC/BTi21nTBMyMMF7SQTGyTvS8kv5X5LNmowevXG9SBLtZk+mKd+A28Xyej1/kgA//6a1neheXL+2ZmF7nfXdfzFKBP6Qmyv7sgM9LZoxoOMb5hKy30DTw7xXAeeA==
ZIONS,BANCORPORATION N A,1801 MAIN ST STE 500,HOUSTON,TX,77002-8120,1801 MAIN ST,HOUSTON,TX,77002,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-125315,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVU+6I8jtdwugpAwbYnOjQzUP/HIQ5FqhsBbHRpm+n56UAIumwHs/lCSKRJpxaPsI7QZ/FU7T313nOP80TP2qLYJjVpsA2Wymn+uAGdsL6hGOTRQTTKulAzhYWENbUBnKCA==
DRB,GROUP TEXAS LLC,3815 S CAPITAL OF TEXAS HWY STE 275,AUSTIN,TX,78704-6652,21723 PRAIRIE SUMAC DR,WALLER,TX,77484,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-125193,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVRUQg3UfPJ1/lHufbmHRrJFqoCr1kA7lRaIWf3kRF/+JLUj3HO6Fw3DyEaEtvhIGUnAgNAyzirPZajYXtCzZOMkrd+efJYuCmyCUnliy7IwDE6fxqmxTfWY21+30y/iesw==
JSK,LIVING LLC,10506 MILLS WALK DR,HOUSTON,TX,77070-4447,5515 STRACK RD 129,HOUSTON,TX,77069,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-125176,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVbuwAPwM+NGTfgh8k+zatNdUgW7AylKBQUP266P1l8pJweW3FQYEwQb1dRbnHPrRsEQ6RguEJQ3Ey4cdybPDBRroQFObgy9DdaA3Hlipc9UX9YAYPMYRlqKoCaAF4A082A==
MURFF,CASTLE ESTATES LLC,2401 FOUNTAIN VIEW STE 215,HOUSTON,TX,77057-4804,0 FM 2100 RD,CROSBY,TX,77532,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-125173,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVXMLJqkMmqBUQcKPN2t54GbAJ4Kz8KWYCyNAuxkfoQ8frUeWyuBQirSEsC+TPdEujjmrWx4lW4atPJKY0P3EXUVqo4YoZ7CtTlRxBTC9Gk+iJoFMmPPpYG8S9u6SlD2SZA==
CITYSIDE,HOMES LLC,1815 SHEARN ST,HOUSTON,TX,77007-4051,0 PARK ROW DR,HOUSTON,TX,77079,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-124985,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVc54H7kLpkFhYALHHJ5DQxQWvolHTZ91IDLejYEuOE1dP/SZWITvrNKbuXnMzBSJML8XK41HiiGd/bPzxySfd6FcNZ9n74WZ7PPunHvXDnfb1qBaObNp3okz/Uu7UhAwEg==
HOUSTON,HABITAT FOR HUMANITY INC,3750 N MCCARTY ST,HOUSTON,TX,77029-1046,4520 LEE ST,HOUSTON,TX,77020,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-124878,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVQ6KYuayzGqXtDExOhA7RQvrhpdODKoDLANmkndI/UbO9ZAxB5EXwvvkRskHLZoFpm/HOm+Tqrwd391KuCnIdgpXGGwtxyLngo/pwkGrVvmRmh1EwJykdt9dy4UcZEvCxw==
MERITAGE,HOMES OF TEXAS LLC,3250 BRIARPARK DR STE 100,HOUSTON,TX,77042-4239,2920 COUNTRY CLB,PEARLAND,TX,77089,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-124871,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVdBLp843QcbEOhmyet2oY4WHWL9pWfF36SM4EnfeBORZf64Zk7uwnZhQpdhPsPqfLKqwfd/DMNQxwWGirtCqZiHRWNCEBZBGd/Mc2Sjq8j7wfZvSxeriyAVV6V+vhgwPKg==
SMOKESLINGER,LLC,120 MESQUITE MEADOW LN,FORT WORTH,TX,76126-6062,24205 BELLA KATY DR,KATY,TX,77494,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-124765,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVcQREqQQEmPWJ8pHJH4eWQA55QVzBf3PDCx3byhJcjjF4cyI/E+TfGyVmEi2UDu0mlGNZEZZ9seRS+Uh9z0wDVp19YbERNzoMYFu9EN0GQ613SplXbz4ZA2lnB1xXiPmtw==
MERITAGE,HOMES OF TEXAS LLC,3250 BRIARPARK DR STE 100,HOUSTON,TX,77042-4239,2920 COUNTRY CLB,PEARLAND,TX,77089,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-124686,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVRKISQQz45WmrNjODOR52ZUMiAlr7l79yujB/jlNuavWl1CVP7ivLJf6g4UaCVj+PbF3iZgM+kHAOWkzRgrh46UePoD7I6dROzM8foHZ829hmcWF3nAcOFFKTVKqNkLncA==
SUN,HOMEBUYERS LLC,PO BOX 1441,DEER PARK,TX,77536-1441,2429 SHENANDOAH DR,PASADENA,TX,77502,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-02,RP-2026-124675,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWHFBKYL7LLcIoenrNjAqWDf/q7oUh+2HFZuw7bzFZMqnT0jZwU+8+x750SLeiTdFTAEub/QeiqgF1ZABFCCE7URaypCMvBMleVHH7bZ0s646HOMbm+3PaWHAv7IJuW+pw==
BACON,& FRANKLIN INVESTMENTS LLC,1334 BRITTMOORE RD STE 1002,HOUSTON,TX,77043-4034,2811 AMBOY ST,HOUSTON,TX,77026,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-01,RP-2026-124656,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVV9wGUkNUepKCZWwWQ5WAQ80NozFGq7VlRUwZ6LdEq4skRZYXFxsXcZdunKeenCveaPw60KFvmxsy1IfIDabzVALwSWK7LbfFUcbiww4KPU8onjVGWpyQSRIGTVNzAlVqg==
PERRY,HOMES LLC,509 WHITE WING LN,HOUSTON,TX,77079-6810,922 WAKEFIELD DR,HOUSTON,TX,77018,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-01,RP-2026-124498,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVV46cYe+kvEmmy5dr8PuPpuMmea04+ndJtQAc70uIPepzISyCTtpDVWA2xNQE2rtY3bngWrOTKy8eavzTg9P+XoEvMcML/C/R0uSQYpauo3KEg45wW7NvObU0P0Eqqhl6Q==
PERRY,HOMES LLC,509 WHITE WING LN,HOUSTON,TX,77079-6810,922 WAKEFIELD DR,HOUSTON,TX,77018,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-01,RP-2026-124497,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVVc5tEbNLoffP57zPFfBPLH5mKOeqdejnbvOSZbB99x048dH3ENouPdnTw5ozIFgj53jZGIYFUtAHZshOxeN1NsC32ooun+l1QiDY11sTFrab31M0XiML3Bdhvb/KOfpXQ==
STURGIS,PROPERTY HOLDINGS LLC,990 VILLAGE SQUARE DR STE J,TOMBALL,TX,77375-4269,994 VILLAGE SQUARE DR,TOMBALL,TX,77375,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-01,RP-2026-124479,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVXw256zQaP4yaKI5ZfsYljCzsebRP7ECGgrOMrmxjgRH7pW/aeMU6wqjyQwyuBmQYZCqaSLA15aeDIM/PxyeCTPEClpSNJpQY0HjoG23eQ+Ioa7x2TNhmD6ShTmITfdHmQ==
TPS,HOBBY III LLC,200 WEST MONROE,CHICAGO,IL,60606-5075,7625 MONROE RD 1788,HOUSTON,TX,77061,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-01,RP-2026-122237,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWHwXvye0PK4kkS8DxK58KMz4FzBvnTjuiRgjrfePjzZ2tKCxc8bHcmVf4sJn0wZO8aTFt3vVdbrI81sja9K6r4gufpt2kfcMobTchMMS+XYO9wJma5q20ZQFxaqsUnAgA==
PERRY,HOMES LLC,509 WHITE WING LN,HOUSTON,TX,77079-6810,922 WAKEFIELD DR,HOUSTON,TX,77018,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-01,RP-2026-122218,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVekAKiTExACZxi9Wv5mYIHTNhvEBSTuElb66/jXdGV/v6wQqFzkHqbeHrwhgY85rOH4ngWNzTexv0vUwY4fgNA2qFCpu7gA1JqjvD80M0H9QaQ0HQc8ayAYPJ5M4i2xjJA==
LONG,LAKE LTD,15915 KATY FWY STE 405,HOUSTON,TX,77094-1710,0 PORTER RD,KATY,TX,77493,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-01,RP-2026-122198,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVcf9ljk93m2YZO8JJEGsqHZB0/uVpl9V9Z/tIh0Yl66F7YbvjEcyodbBvvzGNMffbIzTmXc2SrRVF23kjcCFXRU5p2Z4iHSIqc2eUSwUl94RrOo7ykitps/n7ofLJTwxjg==
THE,PETER LUU LIVING TRUST,10040 BROCKWAY ST,SOUTH EL MONTE,CA,91733-1108,18218 WINDY KNOLL WAY,HOUSTON,TX,77084,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-01,RP-2026-122153,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVTnkySmfDKjdL1l2Uf0dovOgVhvXcTDMpi4zm6bSBCiBWdQ/NmyJaH9zZh88deMfpQpBdlyJTH43zRG8PxDuPvrkPVKcROV93i3y6hSl7xm/vuGJZ8yyvlyol/y5dDujEw==
NRS,INNOVATIONS LLC,13616 FOUNTAIN MIST DR,PEARLAND,TX,77584-3777,10831 HARSTON DR,TOMBALL,TX,77375,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-01,RP-2026-122112,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVScG6juPfYrCXbuRSXQOoOUibhuWGGHGHqiq78fUjXVQOQ6Ka6BLy1FQ4Pe7Lg4P0ziTrbJIN8qOuk2FAeARYJyJcrt67L9h5t8gMIS+onGQlyM5MfHNAwn0O01FfZSnWQ==
NRS,INNOVATIONS LLC,13616 FOUNTAIN MIST DR,PEARLAND,TX,77584-3777,10831 HARSTON DR,TOMBALL,TX,77375,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-01,RP-2026-122111,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVaumkaY1plLAVUPnjeUjhVlC2A+2uh3/CqooXIuvzIXjf0Yp+DyBecHUmuvMxciuMhxoqtydiAs0q7F5bfsDAtxFbUIWbUSTc94BRWelHvrB5HryV0fynu79Tjdav/77iA==
PERRY,HOMES LLC,509 WHITE WING LN,HOUSTON,TX,77079-6810,922 WAKEFIELD DR,HOUSTON,TX,77018,Notice of Foreclosure / Trustee Sale,NOTICE,2026-04-01,RP-2026-122100,,90,Pre-foreclosure; LLC / corp owner; New this week,Harris County Clerk,https://www.cclerk.hctx.netEComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVYDcQkDB5zcuo1KgGgoYGIKTStfEKKQypMZ4Lh5x7mKyuIFR6xv5VSJe6xPQXAtW8JE1oTNqFR3NYJaaeI2wrfRawBAJRo9hJHjrb98f4MTNsFM0iRPCjh7Kz9jSikMCVA==
